P_NAME,P_DETECTION,P_MASS,P_RADIUS,P_FLUX,P_TEMP_SURF,P_PERIOD,P_DISTANCE,P_DENSITY,P_GRAVITY,P_ESI
HD 105779 b,Radial Velocity,203.41018,14.1,0.06826005,1064.5496,2412,3.38,0.072563019,1.0231386,0.13012041
HAT-P-2 c,Radial Velocity,3400.764,12.4,0.058500189,298.98587,8500,9.5754742,1.7836574,22.117351,0.12967859
WASP-59 b,Transit,274.276,8.687,33.244273,,7.919585,0.0700485,0.41838715,3.6345292,0.1292804
HD 191939 f,Radial Velocity,660,13.4,0.063489228,,2200,3.2,0.27430236,3.6756516,0.12908892
HD 290327 b,Radial Velocity,772.3269,13.3,0.061774035,620.60356,2443,3.440976,0.32828137,4.3661422,0.12803093
HATS-71 b,Transit,117.5971,11.478,19.637959,,3.7955202,0.03745,0.077767466,0.89261498,0.12801955
HD 192263 b,Radial Velocity,177.9848,14.2,15.0786,,24.3556,0.1501875,0.062160984,0.88268598,0.12797655
HD 141399 e,Radial Velocity,209.7678,14.1,0.065804995,909.42884,5000,5.169,0.074830989,1.0551169,0.12795572
HD 183263 c,Radial Velocity,2958.9825,12.5,0.057084629,1547.6888,4667.9784,5.5922633,1.514999,18.937488,0.12784503
K2-19 b,Transit,32.4,7,95.14828,442.69566,7.9222,0.07548,0.094460641,0.66122449,0.12783883
Kepler-673 b,Transit,34.8,6.54,218.76468,658.93553,3.7287311,0.0455,0.12440734,0.81362399,0.12772249
GJ 433 c,Radial Velocity,32.422,6.27,0.000867433,,5094.105,4.8536968,0.13153374,0.82471657,0.12764352
TOI-3629 b,Transit,82.63539,8.295,40.607536,1113.9989,3.936551,0.04305375,0.14478278,1.2009732,0.12760873
Kepler-1004 b,Transit,32.5,6.28,1146.9777,,5.2878979,0.0671,0.13122133,0.82406994,0.12749154
TOI-181 b,Transit,46.1687,6.956,103.76597,,4.532,0.054541639,0.13717309,0.95417602,0.12747148
K2-39 b,Transit,28.6047,6.277,1448.8788,,4.60543,0.05708,0.11565942,0.72599418,0.12733106
TOI-2202 c,Transit Timing Variations,117.27868,13.4,16.470856,769.51317,24.6744,0.15574069,0.048742149,0.6531448,0.12659734
HD 13931 b,Radial Velocity,889.91954,13.2,0.059220548,,4218,5.15103,0.38692692,5.1074354,0.12621157
HD 148164 c,Radial Velocity,1640.0028,12.8,0.056973051,,5062,6.1980469,0.78201427,10.009783,0.1261687
HD 113538 b,Radial Velocity,114.41,13.2,0.059081971,,663.2,1.252152,0.04974417,0.65662305,0.126086
K2-280 b,Transit,37.1,7.5,69.036061,,19.89526,0.15504863,0.087940741,0.65955556,0.12579262
HD 28678 b,Radial Velocity,490.09386,13.5,16.638386,,380.2,1.1930986,0.19919478,2.6891295,0.12557396
Kepler-9 b,Transit,43.4,8.29,44.888468,913.32547,19.23891,0.14326518,0.076177399,0.63151063,0.12521178
HATS-72 b,Transit,39.85588,8.097,49.564576,381.48361,7.3279474,0.066522621,0.07507926,0.60791677,0.12504644
Kepler-1487 c,Transit,48.7,7.97,53.835835,1141.3237,35.800711,0.2588,0.096195332,0.76667679,0.12473778
HD 73256 c,Radial Velocity,5085.2545,12.2,0.051768332,2257.0314,2690,3.84864,2.8004847,34.165913,0.12457556
Kepler-56 b,Transit,22.1,6.51,760.9594,,10.5016,0.10288224,0.080103097,0.52147116,0.12448418
HD 187123 c,Radial Velocity,632.46,13.4,0.057893435,612.4377,3810,5.0452673,0.26285647,3.5222767,0.12404599
HATS-37 A b,Transit,31.46517,6.793,229.77696,,4.3315366,0.04913,0.10037955,0.68187827,0.12383634
K2-45 b,Transit,36.4,6.71,364.49063,,1.7292684,0.022512,0.12048523,0.80845592,0.12319641
HD 180053 b,Radial Velocity,697.31902,13.3,17.732675,566.28523,213.72,0.84576546,0.2963989,3.9421054,0.12315659
TOI-3235 b,Transit,211.35589,11.4,22.108775,1874.2791,2.5926184,0.027101391,0.14265921,1.6263149,0.12312205
HIP 99770 b,Imaging,5117.0373,12.2,0.050146538,921.58737,18600,17.428125,2.8179877,34.37945,0.12306223
HD 47366 b,Radial Velocity,661.71874,13.4,17.975578,,360.08,1.2100422,0.27501668,3.6852235,0.12198408
GJ 15 A c,Radial Velocity,36,6.67,0.000788223,,7600,5.59683,0.12131793,0.80919061,0.12155438
HD 60532 b,Radial Velocity,336.8998,13.8,17.507229,,201.9,0.796026,0.12819276,1.7690601,0.12149626
TOI-4860 b,Transit,86.7,8.7,44.628989,698.83862,1.5227591,0.018080579,0.13166227,1.1454618,0.12125119
HAT-P-26 b,Transit,22.2481,7.062,192.07844,400.43542,4.23452,0.04824488,0.063169842,0.44610542,0.12114339
TOI-1859 b,Transit,68.6,9.752,32.14076,,63.48347,0.39174565,0.073967857,0.72133454,0.12093196
K2-87 b,Transit,44.9,7.6,90.311757,,9.726618,0.094,0.1022835,0.77735457,0.12089798
K2-329 b,Transit,82.6358,8.676,45.948366,,12.455122,0.10184679,0.12653469,1.097815,0.12081162
WASP-148 c,Radial Velocity,124.58874,13.9,17.671084,1898.0093,34.524,0.20774448,0.04639107,0.64483588,0.12056839
HD 180314 b,Radial Velocity,7216.9296,12,21.633768,,394.73,1.4921705,4.1764639,50.117567,0.12049522
HATS-38 b,Transit,23.51942,6.882,465.40233,,4.375021,0.05036,0.072157687,0.4965892,0.12013012
Kepler-693 b,Transit,73.8,10.18,29.770681,755.97409,15.375633,0.1121,0.069954077,0.7121325,0.12009919
TOI-257 b,Transit,43.86032,7.163,185.2479,224.90485,18.38818,0.1528,0.11934025,0.85483421,0.12004219
K2-271 b,Transit,41.8,7.28,150.32062,801.60861,8.562421,0.077,0.10833833,0.78870306,0.11994508
HD 11977 b,Radial Velocity,2080,12.7,20.218351,,711,2.0844,1.0154351,12.896026,0.11974169
HD 117618 b,Radial Velocity,55.30242,8.59,50.979622,,25.8,0.182025,0.087249841,0.74947614,0.11939812
HD 217107 c,Radial Velocity,826.32,13.2,0.051726177,,4270,6.0309887,0.35927456,4.7424242,0.11934854
WASP-53 c,Radial Velocity,5196.5205,12.173984,0.04521813,460.45263,2840,5.036249,2.880146,35.062851,0.11856437
Kepler-494 b,Transit,40.4,7.14,288.72734,,8.0251182,0.0804,0.11099074,0.79247385,0.11818096
HD 134987 c,Radial Velocity,260,13.9,0.053863388,,5000,5.84176,0.096811945,1.345686,0.1180793
WASP-166 b,Transit,32.10083,7.062,466.96458,453.5991,5.44354,0.0641,0.091145057,0.64366639,0.11771372
Kepler-546 b,Transit,39.1,7,740.61511,,4.1470203,0.0502,0.11399417,0.79795918,0.11764135
GJ 649 b,Radial Velocity,81.99973,10.8,0.035342033,1316.1366,600.1,1.1158303,0.065094029,0.70301552,0.1174291
HD 133131 A c,Radial Velocity,133.4886,14.3,0.054717859,,3568,5.0290245,0.045649504,0.65278791,0.11713571
HD 136925 b,Radial Velocity,266.97586,13.9,0.052009334,,4540,5.1572121,0.099409432,1.3817911,0.11637539
HD 102117 b,Radial Velocity,54.0311,8.47,64.263908,,20.8133,0.15108,0.088918797,0.75314221,0.116296
HD 98649 b,Radial Velocity,2665.309,12.6,0.045134346,,5697.3043,8.5238742,1.332404,16.788291,0.11619357
HD 89345 b,Transit,34.9613,7.398,240.02605,449.13706,11.8143,0.10917972,0.086346471,0.63879119,0.11572472
HD 34445 g,Radial Velocity,120.6,13.6,0.04969449,,5700,6.3632563,0.047943594,0.65203287,0.11558207
Kepler-682 b,Transit,42.6,7.37,269.79175,667.71609,12.611907,0.1058,0.10641605,0.78428629,0.11555605
eps Tau b,Radial Velocity,2285.1863,12.7,22.226276,,585.82,1.8834237,1.115605,14.168183,0.11554057
Kepler-108 b,Transit,56,8.65,61.236038,,49.183921,0.2990664,0.086524621,0.74843797,0.11535103
HD 1690 b,Radial Velocity,2793.7257,12.5,23.299629,,533,1.638528,1.4303876,17.879844,0.11461472
HD 147873 b,Radial Velocity,1633.6462,12.8,22.447541,1097.6153,116.596,0.53318359,0.77898321,9.9709851,0.11461002
V1298 Tau b,Transit,203.41018,10.27,35.021205,264.32393,24.1396,0.17589804,0.1877852,1.928554,0.11439136
K2-290 c,Transit,246.00042,11.276,28.274851,,48.36685,0.305,0.17158157,1.9347538,0.11435476
HD 221420 b,Radial Velocity,6992.2249,12,0.039582836,1459.7101,10066,10.17272,4.0464265,48.557118,0.11414659
HD 4917 b,Radial Velocity,513.29545,13.5,21.028401,,400.5,1.1695417,0.20862488,2.8164359,0.1140479
nu Oph b,Radial Velocity,7057.733,12,25.408889,,529.93,1.7790106,4.0843362,49.012035,0.11392792
GJ 896 A b,Astrometry,718.2922,13.3,0.045866081,1018.216,284.39,0.67882856,0.30531365,4.0606716,0.11340119
HD 33142 d,Radial Velocity,63.56568,9.32,49.864675,,89.9,0.46024471,0.078519036,0.73179742,0.11318917
HD 96992 b,Radial Velocity,362.3262,13.7,21.04365,,514,1.344222,0.14090877,1.9304502,0.11310217
HD 106515 A b,Radial Velocity,3025.0908,12.5,0.041191925,,3586.8609,5.2078197,1.5488465,19.360581,0.11296474
HD 102843 b,Radial Velocity,113.9,13.1,0.044116541,,3090.942,4.0986477,0.050665209,0.66371424,0.11271121
TOI-969 c,Radial Velocity,3591.461,12.4,0.040373858,,1700,3.0169238,1.8836755,23.357577,0.11271063
51 Eri b,Imaging,635.66,13.4,0.045497422,,11688,14.5365,0.26418642,3.540098,0.11258312
HD 97037 b,Radial Velocity,6707.7685,12.1,0.038261768,,6449.0834,7.3662922,3.7863605,45.814962,0.11230909
TOI-201 b,Transit,133.4886,11.299,30.094439,,52.97818,0.31176,0.092538862,1.0455966,0.11210627
HATS-17 b,Transit,425.25654,8.709,72.438127,,16.254611,0.130855,0.64379282,5.6067917,0.11210394
HATS-49 b,Transit,112.19399,8.575,80.682974,534.70739,4.1480467,0.045263801,0.17793739,1.5258131,0.11188267
HD 37605 c,Radial Velocity,1013.8777,13.1,0.043097524,611.7201,2720,3.741683,0.45099496,5.9080339,0.11174537
HIP 38594 c,Radial Velocity,48.4,7.94,0.006066274,789.57773,3477.768,3.853704,0.096690511,0.76772266,0.11156117
HIP 65407 b,Radial Velocity,136.03124,14.3,21.006409,824.16627,28.125,0.1787346,0.046519019,0.66522197,0.11057774
Kepler-117 b,Transit,29.875,8.059,165.49799,1213.0857,18.795923,0.1446756,0.057077435,0.45998705,0.11024957
TOI-2000 c,Transit,81.7,8.14,149.23632,,9.127055,0.087974239,0.15147775,1.2330289,0.11011316
TOI-5344 b,Transit,130.9453,10.604,37.554019,715.57187,3.792622,0.040468918,0.10981983,1.1645295,0.11007367
BD+48 740 b,Radial Velocity,540.311,13.5,23.240218,,733,2.19096,0.21960514,2.9646694,0.10978786
WASP-107 c,Radial Velocity,115,13.2,0.041546246,490.04798,1088,1.891462,0.050000696,0.66000918,0.10978777
HD 35759 b,Radial Velocity,1195.0408,13,24.701827,,82.467,0.41843193,0.5439421,7.0712473,0.10974214
HD 4203 c,Radial Velocity,689.66,13.3,0.041870944,,6700,7.15016,0.2931434,3.8988072,0.10962143
HD 40956 b,Radial Velocity,858.141,13.2,24.245229,,578.6,1.44032,0.37310997,4.9250517,0.10950081
Kepler-454 d,Radial Velocity,734.18362,13.3,0.041551482,897.15834,4073,5.1201985,0.31206838,4.1505095,0.10931732
WASP-148 b,Transit,91.21675,8.474,109.99902,,8.803809,0.083927069,0.14990262,1.2702748,0.10931346
K2-114 b,Transit,638.8351,10.447,40.49543,,11.390931,0.094609351,0.56029144,5.8533647,0.10920912
K2-60 b,Transit,135.39558,7.656,945.31157,600.51356,3.00265,0.045,0.30171626,2.3099397,0.1091981
HD 80913 b,Radial Velocity,7505.2,12,0.034256509,,10839.833,10.437396,4.343287,52.119444,0.10896772
TOI-4641 b,Transit,1229.9959,8.183,165.99697,1709.4664,22.09341,0.17347367,2.2447399,18.368707,0.10892271
HD 27894 b,Radial Velocity,196.73578,14.1,22.785585,,18.01939,0.12513806,0.070182044,0.98956682,0.1079396
K2-287 b,Transit,100.11645,9.494,61.042585,,14.893291,0.13437759,0.11699243,1.1107261,0.10789021
HD 240210 b,Radial Velocity,1655.82,12.8,26.670161,709.99406,501.75,1.17305,0.7895565,10.106323,0.10786402
OGLE-2018-BLG-0740L b,Microlensing,1500,12.9,0.037869218,1308.0165,5480,5,0.69875049,9.0138814,0.10772524
HATS-12 b,Transit,759.6137,7.76,3764.4142,,3.142702,0.044259311,1.6255773,12.61448,0.1071275
HD 233832 b,Radial Velocity,565.7374,13.5,0.040207738,504.36598,2058,3.0091733,0.2299395,3.1041833,0.10710444
GJ 1148 c,Radial Velocity,68.06,9.71,0.017299005,555.71101,532.58,0.96533558,0.074342002,0.72186084,0.10710391
WASP-107 b,Transit,30.5,10.536,43.75803,477.06381,5.7214742,0.055099,0.026077896,0.27475672,0.10670725
HD 11343 c,Radial Velocity,255.53404,13.9,24.25989,868.18813,228.53731,0.9361809,0.095149029,1.3225715,0.10627858
KOI-984 c,Transit Timing Variations,209.8,14.1,23.823435,1809.1833,21.512,0.15729174,0.074842476,1.0552789,0.10613321
WASP-29 b,Transit,73.1009,8.631,143.00892,,3.92273,0.045720565,0.11369448,0.98129704,0.1055127
Kepler-702 b,Transit,61.8,9.17,89.543622,1131.4698,10.526294,0.088,0.080145745,0.73493648,0.10510601
HATS-75 b,Transit,156.05375,9.909,59.38556,,2.7886556,0.032809056,0.16039275,1.5893317,0.10507043
TOI-1670 c,Transit,200.2319,11.063,40.678728,,40.74976,0.25000845,0.14788173,1.6360156,0.10495075
WASP-132 b,Transit,130.3103,10.05,56.482906,360.12064,7.133514,0.06716415,0.12837503,1.2901691,0.10490419
Kepler-703 b,Transit,51.1,8.2,407.65468,,4.5835218,0.0535,0.092678574,0.75996431,0.10481509
TOI-837 b,Transit,381.396,8.631,157.76056,,8.3248762,0.083464306,0.59318858,5.1198107,0.1048012
Kepler-816 b,Transit,74.5,10.24,52.76597,710.09053,10.506826,0.0895,0.069383532,0.71048737,0.1047971
HD 142 c,Radial Velocity,3464.6475,12.4,0.032203928,,10159.643,10.187394,1.8171635,22.532827,0.10477211
TOI-1130 c,Transit,325.69,13.32,27.094142,410.63665,8.350231,0.071985092,0.1378135,1.8356758,0.10477208
KOI-142 c,Transit Timing Variations,214.1,14,25.234168,,22.26492,0.15437348,0.078024781,1.0923469,0.10432982
Kepler-628 b,Transit,53.2,8.4,260.8894,844.79146,15.458057,0.1241,0.089758125,0.75396825,0.10430974
TOI-1268 b,Transit,96.4,9.1,102.48685,,8.1577094,0.071491939,0.12792424,1.1641106,0.1042061
HD 72892 b,Radial Velocity,1737.8857,12.8,29.651799,,39.44603,0.24801395,0.82868849,10.607213,0.10420196
WASP-139 b,Transit,37.18611,8.967,117.54837,324.13215,5.924262,0.062,0.051575,0.46247303,0.10404129
HD 188641 b,Radial Velocity,9333.0312,11.9,0.028506017,,14583.81,12.033952,5.5383683,65.906583,0.10385036
K2-127 b,Transit,52.9,8.37,332.25078,,3.588163,0.04139592,0.090215113,0.7551005,0.10370252
TOI-4127 b,Transit,731.00534,12.285,32.808268,,56.39879,0.3940843,0.39427121,4.8436218,0.10368593
Kepler-855 b,Transit,52.7,8.35,370.7576,1561.2254,7.8866311,0.0762,0.090521385,0.75585356,0.103558
XO-2 S b,Radial Velocity,82.6358,10.9,45.31744,475.05687,18.157,0.132106,0.06381,0.695529,0.10344658
WASP-8 c,Radial Velocity,3003.37,12.5,0.031385724,307.97467,4323,5.28,1.5377254,19.221568,0.10344184
HD 219134 h,Radial Velocity,108.0622,12.7,0.032082069,399.88037,2247,3.115598,0.05275488,0.66998698,0.10309791
HD 75302 b,Radial Velocity,1716.2734,12.8,0.032529392,669.57309,4356,5.703065,0.81838293,10.475302,0.10303268
Kepler-720 b,Transit,53.4,8.41,370.52923,,4.7083265,0.0539,0.089774557,0.75500402,0.10296151
HD 181433 d,Radial Velocity,171,14.2,0.039050353,794.85548,2172,3.3456,0.059721551,0.84804602,0.10292866
TOI-2364 b,Transit,71.51139,8.608,235.91945,1593.3122,4.0197517,0.04871,0.11211622,0.96509642,0.10272673
K2-115 b,Transit,266.9772,12.06,35.369284,471.46033,20.272615,0.1444014,0.15220617,1.8356064,0.10272244
HATS-48 A b,Transit,77.23269,8.967,139.41922,,3.1316666,0.038184568,0.10711731,0.96052091,0.10259886
Kepler-160 d,Transit Timing Variations,100,12.175175,34.922245,786.73656,30,0.17,0.055408245,0.67460506,0.10245048
GJ 676 A b,Radial Velocity,1840.8621,12.8,0.031747175,940.15773,1051.4452,1.8232777,0.87779147,11.235731,0.10226538
HD 149026 b,Radial Velocity,120.7754,8.295,1585.7347,270.34001,2.87589,0.04364,0.21160665,1.7552772,0.10182417
HD 17092 b,Radial Velocity,3219.6179,12.5,33.715176,,359.89999,1.3289295,1.6484444,20.605555,0.10173856
TOI-2202 b,Transit,310.83618,11.321,43.461454,577.87181,11.9101,0.095724354,0.21422847,2.4252805,0.10173554
HD 168443 b,Radial Velocity,2424.3951,12.6,33.330333,,58.11187,0.3330114,1.2119697,15.270818,0.10156038
iot Dra b,Radial Velocity,3756.7318,12.4,35.017168,,510.8544,1.8100028,1.970358,24.432439,0.10116896
HD 133131 B b,Radial Velocity,794.575,13.3,0.032681692,830.47677,5769,7.2942075,0.33773804,4.4919159,0.10076223
TOI-5293 A b,Transit,170.4,11.9,39.528176,,2.930289,0.0364548,0.10111805,1.2033049,0.10063969
POTS-1 b,Transit,734.16,10.548,58.701794,,3.1606296,0.03734,0.6255764,6.5985798,0.10062882
HD 154345 b,Radial Velocity,378.2158,13.7,0.034102288,,3341.5588,4.213368,0.14708824,2.015109,0.10032191
Kepler-719 b,Transit,54.5,8.52,907.50791,,5.0073178,0.0556,0.088120655,0.75078798,0.10011967
TYC 2187-512-1 b,Radial Velocity,104.88337,12.5,0.027978465,1341.8483,691.9,1.221525,0.053700285,0.67125357,0.10007037
TOI-1194 b,Transit,144.92975,8.597,625.42646,880.85833,2.310644,0.034379001,0.22809552,1.9609372,0.099928416
GJ 86 b,Radial Velocity,1404.8086,12.9,33.694758,780.1203,15.76491,0.110088,0.65440714,8.4418521,0.099732027
HD 87883 b,Radial Velocity,1719.1338,12.8,0.029071518,964.60586,3309.2212,5.0684438,0.8197469,10.49276,0.099627798
HD 332231 b,Transit,77.55052,9.718,97.929513,362.47388,18.71204,0.14367352,0.084499479,0.82116593,0.099557841
Kepler-45 b,Transit,160.497,10.76,59.210809,876.54589,2.455239,0.0301815,0.12883389,1.3862526,0.099040202
Kepler-856 b,Transit,63.3,9.3,153.47956,921.10825,8.0276806,0.0787,0.0786964,0.73187652,0.09899265
WASP-18 c,Transit Timing Variations,55.2,8.58,1972.0266,303.74562,2.1558,0.035003937,0.087393114,0.74983292,0.098883669
HD 163607 b,Radial Velocity,249.05159,13.9,30.044296,,75.2203,0.46221695,0.092735265,1.2890202,0.098650155
TOI-1135 b,Transit,51.42,9.02,253.14671,,8.02773,0.082,0.070066828,0.63200279,0.098622772
HD 203387 b,Radial Velocity,1106.0429,13.1,33.901705,,512.5352,2.2454722,0.49199203,6.4450956,0.098582268
Kepler-491 b,Transit,59,8.92,329.38256,,4.2253845,0.0516,0.083129936,0.74151903,0.098514734
WASP-130 b,Transit,390.9309,9.976,90.706618,465.9833,11.55098,0.1012,0.39375917,3.9281415,0.098437662
TOI-2338 b,Transit,1900.6139,11.209,52.756541,890.48877,22.65398,0.1941011,1.3495634,15.127256,0.098284324
HD 76920 b,Radial Velocity,1249.0719,13,35.147117,579.77525,415.4,1.5699568,0.56853523,7.390958,0.098030966
Kepler-487 b,Transit,89.698647,11.42,50.1572,,15.358768,0.1157,0.060226493,0.68778656,0.09800009
HD 50499 c,Radial Velocity,931.2419,13.2,0.029213724,,8619.9,9.02,0.40489342,5.3445931,0.097827115
AF Lep b,Imaging,1017.0509,13.1,0.028465826,1242.3062,8030,8.64192,0.45240646,5.9265247,0.097563246
TOI-5205 b,Transit,343,11.6,49.020837,639.60448,1.630757,0.01990398,0.21974558,2.5490488,0.097401838
K2-295 b,Transit,106.47305,10.054,94.546818,,4.024867,0.0451,0.10476665,1.0533239,0.097378955
TOI-3714 b,Transit,222.47988,11.321,53.761081,1098.3759,2.154849,0.02701215,0.15333326,1.7358858,0.097229401
HAT-P-38 b,Transit,84.857,9.247,226.97268,183.16343,4.640382,0.052417387,0.1073211,0.99239818,0.097152376
HD 204313 e,Radial Velocity,4868.1777,12.2,0.023401079,,7325.6467,7.6956576,2.680939,32.707456,0.09707311
HD 187085 b,Radial Velocity,265.70588,13.9,31.600347,,1019.74,2.166151,0.098936551,1.3752181,0.097053048
HD 9446 b,Radial Velocity,222.472,14,31.400805,1764.7711,30.052,0.19278,0.081075802,1.1350612,0.096820191
HAT-P-54 b,Transit,241.5508,10.581,74.136253,426.33981,3.799847,0.041282723,0.20390522,2.1575211,0.096699751
HD 156279 c,Radial Velocity,3098.827,12.5,0.024592837,,4818.2536,5.6728559,1.5865994,19.832493,0.09668781
HD 162020 b,Radial Velocity,3127.4472,12.5,40.695725,,8.4282,0.083136,1.601253,20.015662,0.096667499
TOI-4406 b,Transit,95.34852,11.209,57.616849,,30.08364,0.20326125,0.067703847,0.75889243,0.096636265
BD-13 2130 b,Radial Velocity,3108.3774,12.5,40.980532,585.43037,714.29999,1.696603,1.5914892,19.893615,0.096496005
Kepler-817 b,Transit,60.2,9.03,501.54068,,3.9901062,0.0493,0.081758561,0.73827981,0.09639231
HD 206893 b,Imaging,8899.1954,14.011,0.03131525,583.03638,9350,9.69408,3.2355144,45.332793,0.096254771
WASP-126 c,Transit Timing Variations,64.2,9.38,218.7827,382.58458,7.63,0.078851111,0.077790491,0.72967481,0.096215899
HD 221416 b,Transit,60.5,9.17,343.94912,,14.2767,0.12361201,0.078459831,0.71947665,0.096175379
2MASS J19383260+4603591 b,Eclipse Timing Variations,603.877,13.4,35.274521,,406,0.970094,0.2509771,3.3630931,0.096041501
gam Psc b,Radial Velocity,425.89007,13.6,34.20443,,555.1,1.3474666,0.16930929,2.3026063,0.096009398
Kepler-419 b,Transit,794.5,10.8,70.413687,,69.7546,0.49836947,0.63069972,6.8115569,0.095976514
HAT-P-20 b,Transit,2302.899,9.718,145.893,,2.875317,0.036104061,2.5092516,24.384907,0.095961572
HATS-6 b,Transit,101.38777,11.187,60.515041,279.76819,3.3252725,0.03623,0.072417688,0.81013668,0.095913301
CoRoT-20 b,Transit,1366.669,9.416,226.16453,,9.24285,0.1056645,1.6370577,15.414536,0.095756334
Kepler-117 c,Transit,584.78,12.341,43.920841,1514.8852,50.790391,0.28054627,0.31112969,3.8396515,0.095681682
kap And b,Imaging,4327.36,12.3,0.02234985,,,55,2.3254537,28.60308,0.095475919
K2-261 b,Transit,59.75174,9.528,207.72527,,11.633478,0.10762885,0.069078884,0.6581836,0.09526881
TOI-2373 b,Transit,2955.8042,10.424,90.220469,,13.33668,0.11270246,2.609591,27.202377,0.095251334
eps Eri b,Radial Velocity,209.76675,14.1,0.030656123,,2671,3.5386485,0.074830614,1.0551117,0.095233691
TOI-4515 b,Transit,637,12.17,47.002017,593.80014,15.266446,0.13053874,0.35340094,4.3008894,0.095083692
WASP-84 b,Transit,220,10.72,78.402896,,8.5234965,0.078030638,0.17858226,1.9144019,0.094991063
Kepler-695 b,Transit,62.3,9.21,495.74323,,3.0403304,0.0374,0.079746045,0.73446108,0.094858462
NGTS-20 b,Transit,947.12865,11.994,49.976478,,54.18915,0.34220666,0.54892984,6.5838645,0.09475755
TOI-519 b,Transit,147.15455,11.545,59.053077,840.88476,1.2652328,0.016765755,0.0956295,1.1040426,0.094167266
TOI-622 b,Transit,96.30201,9.236,654.74971,1163.8324,6.402513,0.07704456,0.12223162,1.1289313,0.094100308
HD 150706 b,Radial Velocity,772.32303,13.3,0.025924776,,5894,7.18374,0.32827973,4.3661204,0.094098216
rho CrB b,Radial Velocity,347.38645,13.7,36.131093,637.17114,39.8438,0.22466209,0.1350987,1.8508522,0.094026291
HATS-22 b,Transit,870.8542,10.682,89.760927,400.53253,4.7228124,0.050406805,0.71447614,7.6320341,0.093546131
GJ 9066 c,Radial Velocity,66.74397,9.6,0.003695399,1616.3521,771.36,0.973104,0.075439419,0.72421842,0.093476873
HD 25723 b,Radial Velocity,794.57102,13.3,39.625538,,457.01,1.491192,0.33773634,4.4918934,0.09341192
Pr0211 c,Radial Velocity,2475.8957,12.6,0.021655966,,4850,6.886275,1.2377152,15.595211,0.093214985
HD 181234 b,Radial Velocity,2980.9126,12.5,0.02098831,981.20692,7593.4051,9.3842967,1.5262273,19.077841,0.093050599
BD-11 4672 b,Radial Velocity,206.5895,14.1,0.028230563,630.71291,1634,2.36295,0.073697186,1.0391303,0.092851813
TOI-4582 b,Transit,168.44906,10.536,104.84332,1307.5323,31.034,0.24073211,0.14402613,1.5174594,0.092839067
Kepler-975 c,Transit,80.2,10.69,95.682801,,5.0582134,0.0567,0.065650986,0.70180904,0.092764304
GJ 3512 c,Radial Velocity,63.56568,9.32,0.000940909,762.58789,1599.6,1.2922163,0.078519036,0.73179742,0.092750222
HD 110014 b,Radial Velocity,3524.59,12.4,49.580126,,835.477,2.3683851,1.8486026,22.922672,0.092737573
TOI-1298 b,Transit,113.14691,9.427,620.18099,,4.537164,0.059030208,0.13505858,1.2731972,0.092601939
HD 47536 b,Radial Velocity,2330,12.6,48.500896,,712.13,1.9686,1.164781,14.676241,0.09216345
WASP-80 b,Transit,170.99254,11.198,77.069756,409.10236,3.0678523,0.034400069,0.12177434,1.363629,0.092150701
TOI-5398 b,Transit,58.7,10.3,137.483,862.97469,10.590547,0.0988281,0.053718815,0.5533038,0.092071678
TOI-2416 b,Transit,953.48522,9.864,240.57834,,8.275479,0.08735472,0.99347004,9.7995885,0.091921564
Kepler-56 c,Transit,181,9.8,294.42855,1425.5885,21.40239,0.1652,0.19230933,1.8846314,0.09158674
WASP-182 b,Transit,47.03884,9.528,702.50095,,3.3769848,0.0451,0.054381522,0.51814714,0.091575149
Kepler-714 b,Transit,67.6,9.67,416.63269,1664.3092,8.098888,0.0832,0.074759652,0.72292584,0.091513203
WASP-144 b,Transit,139.8452,9.528,744.09063,478.30097,2.2783152,0.0316,0.1616748,1.5404374,0.091488053
TOI-3757 b,Transit,85.3,12,59.498451,1419.8442,3.438753,0.03882681,0.049363426,0.59236111,0.091442969
HD 74156 b,Radial Velocity,532.36258,13.5,41.614204,,51.63564,0.33662944,0.21637457,2.9210567,0.091292096
HD 95872 b,Radial Velocity,1188.6842,13,0.021635587,275.52294,4375,5.15927,0.54104879,7.0336343,0.091215607
HD 76700 b,Radial Velocity,66.7443,9.6,725.81518,,3.97097,0.0502025,0.075439792,0.72422201,0.090949556
HAT-P-18 b,Transit,62.61,11.153,86.639115,278.42592,5.508023,0.056097215,0.045130339,0.50333867,0.090927687
HATS-5 b,Transit,75.323,10.223,183.6876,,4.763387,0.054209783,0.070500553,0.72072716,0.090658132
HIP 21152 b,Imaging,7627.8818,12,0.016041417,687.37341,22000,18.1016,4.4142834,52.971401,0.090653881
Kepler-688 b,Transit,68.7,9.76,447.18202,,3.8959368,0.046,0.073893678,0.7212023,0.090632996
TOI-954 b,Transit,55.30242,9.55,1405.4319,,3.6849729,0.050116374,0.063494195,0.60636956,0.090618599
Kepler-643 b,Transit,321.0083,10.16,203.81134,,16.338896,0.1346247,0.30608013,3.1097741,0.090533414
HATS-8 b,Transit,43.86054,9.785,467.75979,,3.583893,0.049969009,0.046815696,0.45809159,0.090332887
HAT-P-17 b,Transit,184.3414,11.769,70.540619,458.94288,10.33852,0.09360225,0.11308479,1.3308949,0.090015584
HATS-46 b,Transit,54.98459,10.122,246.54401,,4.7423729,0.062055428,0.053020277,0.53667124,0.089891347
